label,threshold,f1
toxic,0.05,0.7861337374502747
toxic,0.075,0.7952832012371931
toxic,0.1,0.8008607198748043
toxic,0.125,0.8033918359297969
toxic,0.15,0.8065156932856575
toxic,0.175,0.8083233293317327
toxic,0.2,0.8110283759307708
toxic,0.225,0.8123736352608169
toxic,0.25,0.8147697301683912
toxic,0.275,0.8148901545972336
toxic,0.3,0.8174765210289914
toxic,0.325,0.8172879967226546
toxic,0.35,0.8185740702691596
toxic,0.375,0.8195504227675809
toxic,0.4,0.8213841690841276
toxic,0.425,0.821866555809603
toxic,0.45,0.8234557595993323
toxic,0.475,0.8235294117647058
toxic,0.5,0.8232577665827037
toxic,0.525,0.8236781124921003
toxic,0.55,0.8238276299112801
toxic,0.575,0.8244016098284261
toxic,0.6,0.8246808510638298
toxic,0.625,0.8238308776425368
toxic,0.65,0.8241852487135506
toxic,0.675,0.8238587424633936
toxic,0.7,0.8235294117647058
toxic,0.725,0.8251413658112222
toxic,0.75,0.8244041110868139
toxic,0.775,0.8247468075737561
toxic,0.8,0.8259234682592347
toxic,0.825,0.8265715559518502
toxic,0.85,0.827710301394512
toxic,0.875,0.827460786542396
toxic,0.9,0.8268208092485549
toxic,0.925,0.8202939781887151
toxic,0.95,0.8006923837784372
severe_toxic,0.05,0.4431017119838872
severe_toxic,0.075,0.4673913043478261
severe_toxic,0.1,0.4800910125142207
severe_toxic,0.125,0.48642266824085006
severe_toxic,0.15,0.4963144963144963
severe_toxic,0.175,0.49810366624525915
severe_toxic,0.2,0.5051813471502591
severe_toxic,0.225,0.5106382978723404
severe_toxic,0.25,0.5149863760217984
severe_toxic,0.275,0.5167597765363129
severe_toxic,0.3,0.5191489361702127
severe_toxic,0.325,0.5194805194805194
severe_toxic,0.35,0.5255474452554745
severe_toxic,0.375,0.5244444444444445
severe_toxic,0.4,0.521870286576169
severe_toxic,0.425,0.5284178187403994
severe_toxic,0.45,0.5205047318611987
severe_toxic,0.475,0.5258064516129032
severe_toxic,0.5,0.5287356321839081
severe_toxic,0.525,0.5266666666666666
severe_toxic,0.55,0.5193929173693086
severe_toxic,0.575,0.5172413793103449
severe_toxic,0.6,0.5200698080279232
severe_toxic,0.625,0.5143884892086331
severe_toxic,0.65,0.5117967332123412
severe_toxic,0.675,0.5129151291512916
severe_toxic,0.7,0.5133079847908745
severe_toxic,0.725,0.5135135135135135
severe_toxic,0.75,0.5167652859960552
severe_toxic,0.775,0.5102880658436214
severe_toxic,0.8,0.4956896551724138
severe_toxic,0.825,0.4852607709750567
severe_toxic,0.85,0.4666666666666667
severe_toxic,0.875,0.44274809160305345
severe_toxic,0.9,0.41823056300268097
severe_toxic,0.925,0.37058823529411766
severe_toxic,0.95,0.26936026936026936
obscene,0.05,0.7600126143172501
obscene,0.075,0.7779578606158833
obscene,0.1,0.7857378672829317
obscene,0.125,0.7953098827470687
obscene,0.15,0.8002708192281652
obscene,0.175,0.8062862999658353
obscene,0.2,0.8125647221263376
obscene,0.225,0.8150470219435737
obscene,0.25,0.8183730715287517
obscene,0.275,0.8203677510608204
obscene,0.3,0.8199643493761141
obscene,0.325,0.8225574712643678
obscene,0.35,0.8259138617444807
obscene,0.375,0.8290909090909091
obscene,0.4,0.828039430449069
