label,threshold,f1
toxic,0.05,0.7144719687092569
toxic,0.075,0.7341001353179973
toxic,0.1,0.748696558915537
toxic,0.125,0.7597310686482661
toxic,0.15,0.7663853474591489
toxic,0.175,0.7731397459165155
toxic,0.2,0.7783088235294118
toxic,0.225,0.781058495821727
toxic,0.25,0.7863695937090432
toxic,0.275,0.7898113207547169
toxic,0.3,0.7945205479452054
toxic,0.325,0.7970154964606849
toxic,0.35,0.8
toxic,0.375,0.8025526977373816
toxic,0.4,0.8045127407119238
toxic,0.425,0.8056260988474312
toxic,0.45,0.8067490680792623
toxic,0.475,0.8096271453935687
toxic,0.5,0.8118929633300297
toxic,0.525,0.8137821151165107
toxic,0.55,0.8154523618895116
toxic,0.575,0.81847519160952
toxic,0.6,0.8201176232001622
toxic,0.625,0.8234094616639478
toxic,0.65,0.8247591719614675
toxic,0.675,0.8276288659793815
toxic,0.7,0.8291873963515755
toxic,0.725,0.8312825860271116
toxic,0.75,0.8333683546963648
toxic,0.775,0.8344623200677392
toxic,0.8,0.833119931711481
toxic,0.825,0.8351316357358654
toxic,0.85,0.8348964013086151
toxic,0.875,0.830654040960141
toxic,0.9,0.832737030411449
toxic,0.925,0.8313636363636364
toxic,0.95,0.8215456674473068
severe_toxic,0.05,0.33743664011585806
severe_toxic,0.075,0.36037441497659906
severe_toxic,0.1,0.3792250618301731
severe_toxic,0.125,0.3921232876712329
severe_toxic,0.15,0.3996478873239437
severe_toxic,0.175,0.4090497737556561
severe_toxic,0.2,0.41929499072356213
severe_toxic,0.225,0.42573320719016083
severe_toxic,0.25,0.43133462282398455
severe_toxic,0.275,0.4381139489194499
severe_toxic,0.3,0.4457831325301205
severe_toxic,0.325,0.44353182751540043
severe_toxic,0.35,0.446985446985447
severe_toxic,0.375,0.45195353748680045
severe_toxic,0.4,0.45806451612903226
severe_toxic,0.425,0.4608695652173913
severe_toxic,0.45,0.4662983425414365
severe_toxic,0.475,0.4658454647256439
severe_toxic,0.5,0.4683257918552036
severe_toxic,0.525,0.47235023041474655
severe_toxic,0.55,0.47540983606557374
severe_toxic,0.575,0.47980997624703087
severe_toxic,0.6,0.48426150121065376
severe_toxic,0.625,0.48655256723716384
severe_toxic,0.65,0.49502487562189057
severe_toxic,0.675,0.5006353240152478
severe_toxic,0.7,0.5058064516129033
severe_toxic,0.725,0.5092838196286472
severe_toxic,0.75,0.5142083897158322
severe_toxic,0.775,0.512396694214876
severe_toxic,0.8,0.5176803394625177
severe_toxic,0.825,0.5252525252525253
severe_toxic,0.85,0.5240963855421686
severe_toxic,0.875,0.5364341085271318
severe_toxic,0.9,0.5290322580645161
severe_toxic,0.925,0.5275862068965518
severe_toxic,0.95,0.5444444444444444
obscene,0.05,0.6960979777841071
obscene,0.075,0.7151265450264862
obscene,0.1,0.7300631959073127
obscene,0.125,0.7404463466829716
obscene,0.15,0.750620347394541
obscene,0.175,0.7546933667083855
obscene,0.2,0.7594056275687638
obscene,0.225,0.7638800255264837
obscene,0.25,0.7682417229186757
obscene,0.275,0.7722132471728594
obscene,0.3,0.7758284600389863
obscene,0.325,0.7798495256787701
obscene,0.35,0.7833827893175074
obscene,0.375,0.7873963515754561
obscene,0.4,0.7902634211403802
