label,threshold,f1
toxic,0.05,0.7339884784818705
toxic,0.075,0.7474361202850687
toxic,0.1,0.7581444759206799
toxic,0.125,0.7645478961504029
toxic,0.15,0.7701795755487031
toxic,0.175,0.7752562225475842
toxic,0.2,0.7804247460757157
toxic,0.225,0.7829803047194351
toxic,0.25,0.7865168539325843
toxic,0.275,0.7883239171374764
toxic,0.3,0.791737729770703
toxic,0.325,0.7930706263087759
toxic,0.35,0.7955632052017594
toxic,0.375,0.7976167595617912
toxic,0.4,0.7998455896545068
toxic,0.425,0.8016272762495157
toxic,0.45,0.8038948393378773
toxic,0.475,0.804611176240719
toxic,0.5,0.8074582924435721
toxic,0.525,0.8088293259755617
toxic,0.55,0.810071371927042
toxic,0.575,0.8118654190722676
toxic,0.6,0.8128748500599761
toxic,0.625,0.8156626506024096
toxic,0.65,0.8159645232815964
toxic,0.675,0.8170040485829959
toxic,0.7,0.8194387962586417
toxic,0.725,0.8223267225516254
toxic,0.75,0.8253445793046699
toxic,0.775,0.8261767134599505
toxic,0.8,0.8287913459538173
toxic,0.825,0.8314465408805032
toxic,0.85,0.8332982086406744
toxic,0.875,0.8331557639036863
toxic,0.9,0.8369682573958108
toxic,0.925,0.8377787494534324
toxic,0.95,0.8351893095768375
severe_toxic,0.05,0.35419847328244275
severe_toxic,0.075,0.3745928338762215
severe_toxic,0.1,0.3928266438941076
severe_toxic,0.125,0.40425531914893614
severe_toxic,0.15,0.411231884057971
severe_toxic,0.175,0.42429906542056073
severe_toxic,0.2,0.4331087584215592
severe_toxic,0.225,0.43529411764705883
severe_toxic,0.25,0.4417910447761194
severe_toxic,0.275,0.44803229061553984
severe_toxic,0.3,0.45708376421923474
severe_toxic,0.325,0.4631578947368421
severe_toxic,0.35,0.4676724137931034
severe_toxic,0.375,0.46994535519125685
severe_toxic,0.4,0.47513812154696133
severe_toxic,0.425,0.48135593220338985
severe_toxic,0.45,0.4810126582278481
severe_toxic,0.475,0.4831591173054588
severe_toxic,0.5,0.4876905041031653
severe_toxic,0.525,0.49230769230769234
severe_toxic,0.55,0.4934131736526946
severe_toxic,0.575,0.4963680387409201
severe_toxic,0.6,0.49570552147239266
severe_toxic,0.625,0.4975
severe_toxic,0.65,0.5012722646310432
severe_toxic,0.675,0.5045513654096229
severe_toxic,0.7,0.5065963060686016
severe_toxic,0.725,0.5154362416107383
severe_toxic,0.75,0.5190217391304348
severe_toxic,0.775,0.5172890733056709
severe_toxic,0.8,0.5203938115330521
severe_toxic,0.825,0.5246376811594203
severe_toxic,0.85,0.5343283582089552
severe_toxic,0.875,0.5288753799392097
severe_toxic,0.9,0.5286624203821656
severe_toxic,0.925,0.534453781512605
severe_toxic,0.95,0.5342960288808665
obscene,0.05,0.7074159907300116
obscene,0.075,0.726728524393894
obscene,0.1,0.7418960244648318
obscene,0.125,0.7477616548317382
obscene,0.15,0.7563499529633114
obscene,0.175,0.7643514113542658
obscene,0.2,0.7665282657297988
obscene,0.225,0.7705655526992288
obscene,0.25,0.7737556561085973
obscene,0.275,0.7769456203191143
obscene,0.3,0.779016393442623
obscene,0.325,0.7803753704313467
obscene,0.35,0.7837301587301587
obscene,0.375,0.7876165113182424
obscene,0.4,0.7891747410624791
obscene,0.425,0.7916666666666666
obscene,0.45,0.7937900776240298
obscene,0.475,0.7951236031154758
obscene,0.5,0.7980932924753149
obscene,0.525,0.7991789257612042
obscene,0.55,0.8009608785175018
obscene,0.575,0.8045580110497238
obscene,0.6,0.8067984738120014
obscene,0.625,0.8106034182071852
obscene,0.65,0.810791871058164
obscene,0.675,0.812807881773399
obscene,0.7,0.8149982313406438
obscene,0.725,0.8165007112375533
obscene,0.75,0.8202005730659025
obscene,0.775,0.8261655222262378
obscene,0.8,0.8275610645278891
obscene,0.825,0.8310636731689364
obscene,0.85,0.8327771598071931
obscene,0.875,0.8370702541106129
obscene,0.9,0.8410721026802567
obscene,0.925,0.8427527873894656
obscene,0.95,0.841106719367589
threat,0.05,0.30205949656750575
threat,0.075,0.353887399463807
threat,0.1,0.4
threat,0.125,0.4271186440677966
threat,0.15,0.45353159851301117
threat,0.175,0.46153846153846156
threat,0.2,0.48
threat,0.225,0.5084745762711864
threat,0.25,0.5263157894736842
threat,0.275,0.5429864253393665
threat,0.3,0.547945205479452
threat,0.325,0.5504587155963303
threat,0.35,0.5529953917050692
threat,0.375,0.5607476635514018
threat,0.4,0.5607476635514018
threat,0.425,0.5566037735849056
threat,0.45,0.5592417061611374
threat,0.475,0.5550239234449761
threat,0.5,0.5550239234449761
threat,0.525,0.5603864734299517
threat,0.55,0.5686274509803921
threat,0.575,0.5714285714285714
threat,0.6,0.5714285714285714
threat,0.625,0.5671641791044776
threat,0.65,0.5816326530612245
threat,0.675,0.5846153846153846
threat,0.7,0.5833333333333334
threat,0.725,0.5851063829787234
threat,0.75,0.5913978494623656
threat,0.775,0.5913978494623656
threat,0.8,0.5978260869565217
threat,0.825,0.6010928961748634
threat,0.85,0.6010928961748634
threat,0.875,0.6077348066298343
threat,0.9,0.6145251396648045
threat,0.925,0.632183908045977
threat,0.95,0.631578947368421
insult,0.05,0.631578947368421
insult,0.075,0.6487579433853264
insult,0.1,0.658802713063993
insult,0.125,0.6654676258992805
insult,0.15,0.6721511273613651
insult,0.175,0.678395061728395
insult,0.2,0.6871280927027873
insult,0.225,0.6920393276244846
insult,0.25,0.6980166346769033
insult,0.275,0.7028423772609819
insult,0.3,0.7060358890701468
insult,0.325,0.7082376107646866
insult,0.35,0.7134812851937727
insult,0.375,0.7170439414114514
insult,0.4,0.7195448460508701
insult,0.425,0.722502522704339
insult,0.45,0.7272727272727273
insult,0.475,0.7280791538723985
insult,0.5,0.7284586337109509
insult,0.525,0.731353591160221
insult,0.55,0.7331480194579569
insult,0.575,0.7341949004540692
insult,0.6,0.7346221441124781
insult,0.625,0.7373271889400922
insult,0.65,0.7381546134663342
insult,0.675,0.7402877697841727
insult,0.7,0.7423802612481858
insult,0.725,0.7427735089645079
insult,0.75,0.7439114391143912
insult,0.775,0.7471135940409683
insult,0.8,0.7495306045812993
insult,0.825,0.752745172283226
insult,0.85,0.7545001914975106
insult,0.875,0.7542635658914729
insult,0.9,0.7562893081761006
insult,0.925,0.7577340297308156
insult,0.95,0.7566006600660066
identity_hate,0.05,0.33248081841432225
identity_hate,0.075,0.3702989392478303
identity_hate,0.1,0.39748953974895396
identity_hate,0.125,0.4152637485970819
identity_hate,0.15,0.43364928909952605
identity_hate,0.175,0.4552238805970149
identity_hate,0.2,0.4728682170542636
identity_hate,0.225,0.4768211920529801
identity_hate,0.25,0.49382716049382713
identity_hate,0.275,0.49859154929577465
identity_hate,0.3,0.5028571428571429
identity_hate,0.325,0.5043731778425656
