label,threshold,f1
toxic,0.05,0.7654499457896639
toxic,0.075,0.7768137345394129
toxic,0.1,0.7819408017984264
toxic,0.125,0.7865807429871114
toxic,0.15,0.7906531315839878
toxic,0.175,0.7932164193486221
toxic,0.2,0.7960334435154579
toxic,0.225,0.7983571288871504
toxic,0.25,0.7997639653815893
toxic,0.275,0.8022130013831259
toxic,0.3,0.8049990081333069
toxic,0.325,0.8059820538384845
toxic,0.35,0.8068910256410257
toxic,0.375,0.8094089264173703
toxic,0.4,0.8115532215713998
toxic,0.425,0.8126520681265207
toxic,0.45,0.8152969894222946
toxic,0.475,0.8170856325362763
toxic,0.5,0.8184615384615385
toxic,0.525,0.8210526315789474
toxic,0.55,0.8231391250259175
toxic,0.575,0.8237986270022883
toxic,0.6,0.8222778473091364
toxic,0.625,0.823233382260432
toxic,0.65,0.8247944339025933
toxic,0.675,0.8259949195596952
toxic,0.7,0.8269107941239089
toxic,0.725,0.8295819935691319
toxic,0.75,0.8287744992461771
toxic,0.775,0.8313096270598439
toxic,0.8,0.8327153762268266
toxic,0.825,0.8327104858210596
toxic,0.85,0.8313012635779207
toxic,0.875,0.831723208267805
toxic,0.9,0.8296025582457743
toxic,0.925,0.8260768335273574
toxic,0.95,0.8138297872340425
severe_toxic,0.05,0.39547038327526135
severe_toxic,0.075,0.4185185185185185
severe_toxic,0.1,0.433852140077821
severe_toxic,0.125,0.44601412714429867
severe_toxic,0.15,0.4602510460251046
severe_toxic,0.175,0.4640171858216971
severe_toxic,0.2,0.4713656387665198
severe_toxic,0.225,0.47909604519774013
severe_toxic,0.25,0.47750865051903113
severe_toxic,0.275,0.4801864801864802
severe_toxic,0.3,0.48520710059171596
severe_toxic,0.325,0.4860943168077388
severe_toxic,0.35,0.48641975308641977
severe_toxic,0.375,0.4918444165621079
severe_toxic,0.4,0.4936061381074169
severe_toxic,0.425,0.5026041666666666
severe_toxic,0.45,0.5059920106524634
severe_toxic,0.475,0.5061224489795918
severe_toxic,0.5,0.5117565698478561
