label,threshold,f1
toxic,0.05,0.7647058823529411
toxic,0.075,0.781062874251497
toxic,0.1,0.7861337374502747
toxic,0.125,0.7912760665773867
toxic,0.15,0.7958196245403523
toxic,0.175,0.7976608187134503
toxic,0.2,0.8009432108469248
toxic,0.225,0.8026808594520007
toxic,0.25,0.8040340122602333
toxic,0.275,0.8054783644303295
toxic,0.3,0.8078149920255183
toxic,0.325,0.8090381923615277
toxic,0.35,0.8107565723459763
toxic,0.375,0.8116700201207243
toxic,0.4,0.8129162462159435
toxic,0.425,0.8132712927372041
toxic,0.45,0.8128168728452646
toxic,0.475,0.8124491456468673
toxic,0.5,0.8136975132490828
toxic,0.525,0.8147845619767204
toxic,0.55,0.8163766632548618
toxic,0.575,0.8163181631816319
toxic,0.6,0.8164609053497942
toxic,0.625,0.8167388167388168
toxic,0.65,0.8177869700103413
toxic,0.675,0.8189172370877411
toxic,0.7,0.8201498751040799
toxic,0.725,0.8211671198494039
toxic,0.75,0.8215785054575987
toxic,0.775,0.8227848101265823
toxic,0.8,0.823454699407282
toxic,0.825,0.8238551650692226
toxic,0.85,0.8241335044929397
toxic,0.875,0.8257869771453212
toxic,0.9,0.8273615635179153
toxic,0.925,0.8274956217162872
toxic,0.95,0.8263205013428827
severe_toxic,0.05,0.40754039497307004
severe_toxic,0.075,0.42829827915869984
severe_toxic,0.1,0.4473684210526316
severe_toxic,0.125,0.4604012671594509
severe_toxic,0.15,0.46710526315789475
severe_toxic,0.175,0.4768361581920904
severe_toxic,0.2,0.4861751152073733
severe_toxic,0.225,0.4958481613285884
severe_toxic,0.25,0.5018094089264173
severe_toxic,0.275,0.5067650676506765
severe_toxic,0.3,0.5006289308176101
severe_toxic,0.325,0.5051546391752577
severe_toxic,0.35,0.5045751633986928
severe_toxic,0.375,0.5026595744680851
severe_toxic,0.4,0.5013477088948787
severe_toxic,0.425,0.5034013605442177
severe_toxic,0.45,0.5089408528198074
severe_toxic,0.475,0.5097493036211699
severe_toxic,0.5,0.5119549929676512
severe_toxic,0.525,0.5128205128205128
severe_toxic,0.55,0.515850144092219
severe_toxic,0.575,0.5175438596491229
severe_toxic,0.6,0.5192878338278932
severe_toxic,0.625,0.518628912071535
severe_toxic,0.65,0.5195195195195195
